"Site","Rgd_Availz","NDVI_z","Alt_z","Forest_z","Rgd_Avail","NDVI","Alt","Forest"
"AU50",-1.302440638,-0.621135122,-0.46365558,-0.458740469,34.1222,0.0955095,1834.77002,0
"AU51",-0.386789186,-0.469406985,-0.047226116,-0.458740469,45.6884003,0.103993,2033.349976,0
"AU52",0.244196464,-0.271741002,-0.037705488,-0.458740469,53.6587982,0.115045,2037.890015,0
"AU53",2.754475627,0.367167966,0.799976983,-0.458740469,85.3677979,0.150768,2437.350098,0
"AU54",2.870953231,0.353539529,0.375410494,-0.458740469,86.8391037,0.150006,2234.889893,0
"AU55",1.730263669,-0.372505583,-1.222279612,-0.432319292,72.4302979,0.109411,1473.01001,312
"AU59",-0.966997728,-0.55958896,-1.407049488,-0.457300854,38.3594017,0.0989507,1384.900024,17
"AV34",0.680995793,-0.931140914,-0.385834577,0.38453545,59.1763,0.0781763,1871.880005,9958
"AV35",0.266553148,-0.704510032,-0.2226223,-0.458740469,53.9412003,0.0908478,1949.709961,0
"AV36",-0.325942058,-0.83593323,-0.709113833,-0.311222228,46.4570007,0.0834996,1717.719971,1742
"AV38",-0.345891838,-1.102809134,-1.133386194,0.961143778,46.2050018,0.0685779,1515.400024,16767
"AV39",-0.54873937,-0.98390371,-1.227228588,2.813590126,43.6427002,0.0752262,1470.650024,38642
"AV40",-0.768385972,-0.879297412,-0.640498852,0.115835461,40.8681984,0.081075,1750.439941,6785
"AV41",-0.797194468,-0.7576663,-0.930393191,0.013453397,40.5042992,0.0878757,1612.199951,5576
"AV43",-1.116067826,-1.160095068,-1.15295171,0.224822818,36.4763985,0.0653749,1506.069946,8072
"AV44",0.500963975,-0.984828369,-0.834978019,-0.458740469,56.9021988,0.0751745,1657.699951,0
"AV46",-0.193362686,-0.542533741,0.047539107,-0.458740469,48.1316986,0.0999043,2078.540039,0
"AV47",-0.399962503,-0.11018501,0.746397592,-0.458740469,45.5219994,0.124078,2411.800049,0
"AV48",-0.723846864,-0.351687341,0.204774881,-0.458740469,41.4308014,0.110575,2153.52002,0
"AV49",-1.348578808,-0.562082141,-0.255105379,-0.458740469,33.5393982,0.0988113,1934.219971,0
"AV51",-1.520923348,-0.555176709,-0.501507196,-0.458740469,31.3624001,0.0991974,1816.719971,0
"AV52",-1.461722994,-0.67112394,-0.536024338,-0.458740469,32.110199,0.0927145,1800.26001,0
"AV53",-0.607971437,-0.789034954,-0.552632962,-0.458740469,42.8945007,0.0861218,1792.339966,0
"AV54",1.877481327,-0.033958768,0.340159696,-0.458740469,74.2899017,0.12834,2218.080078,0
"AV55",-0.19879346,0.002491039,0.071529085,-0.458740469,48.0630989,0.130378,2089.979981,0
"AV56",0.203497222,-0.319315334,-0.15308449,-0.458740469,53.1446991,0.112385,1982.869995,0
"AV57",-0.482983917,-0.549587619,-0.513900498,-0.458740469,44.4733009,0.0995099,1810.810059,0
"AV58",1.451393153,0.246372087,0.466233278,-0.45382884,68.9076996,0.144014,2278.199951,58
"AV59",3.316721807,1.356213284,0.902542865,-0.3634718,92.469902,0.206068,2486.26001,1125
"AV60",1.16935592,0.3095601,-0.801698056,-0.458740469,65.3451004,0.147547,1673.569946,0
"AV61",-1.274922566,-0.455241996,-1.305364197,-0.376089606,34.469799,0.104785,1433.390015,976
"AV62",-1.004316742,-0.451056886,-1.20432911,-0.428254495,37.8880005,0.105019,1481.569946,360
"AW35",-1.122709604,-0.956764878,-0.988061701,0.829884723,36.3925018,0.0767436,1584.699951,15217
"AW36",-0.780229006,-0.787264331,-0.666900473,-0.342385668,40.7186012,0.0862208,1737.849976,1374
"AW37",-0.926868648,-0.80578255,-0.802599639,0.619785551,38.8662987,0.0851854,1673.140015,12736
"AW41",-0.327367167,-0.742345934,-0.592916955,-0.205960933,46.4389992,0.0887323,1773.130005,2985
"AW43",0.661600176,-1.123384139,-1.354728524,4.409192141,58.9313011,0.0674275,1409.849976,57484
"AW44",0.030503392,-0.769261202,-1.085972224,1.096552313,50.9594994,0.0872274,1538.01001,18366
"AW47",-0.753613594,-1.081037618,-0.650795118,-0.458740469,41.0547981,0.0697952,1745.530029,0
"AW48",-0.750605122,-1.033291589,-0.30161751,-0.458740469,41.0928001,0.0724648,1912.040039,0
"AW49",-1.164010722,-0.658252043,0.191291078,-0.458740469,35.8708,0.0934342,2147.090088,0
"AW52",-1.723184868,-0.721724429,-0.731426334,-0.458740469,28.8075008,0.0898853,1707.079956,0
"AW53",-1.234199463,-0.730055302,-0.909800147,-0.458740469,34.9841995,0.0894195,1622.02002,0
"AW54",-1.163195335,-1.074235919,-1.094549032,-0.458740469,35.8810997,0.0701755,1533.920044,0
"AW55",-1.153774604,-0.95142618,-1.019097691,-0.082069322,36.0000992,0.0770421,1569.900024,4448
"AW56",-0.064028858,-0.686653561,-0.550871266,-0.458740469,49.7653999,0.0918462,1793.180054,0
"AW57",-1.120928437,-0.83306625,-0.593504187,-0.458740469,36.4150009,0.0836599,1772.849976,0
"AW58",-1.364388239,-0.886921825,-0.662958034,-0.458740469,33.3396988,0.0806487,1739.729981,0
"AW59",0.804479078,-0.507341255,-0.303462913,-0.440872301,60.7360992,0.101872,1911.160034,211
"AW60",-0.181076022,-0.064774774,-0.427481696,-0.458740469,48.2868996,0.126617,1852.02002,0
"AW61",-1.259952075,-0.374776989,-1.035224037,-0.458740469,34.6589012,0.109284,1562.209961,0
"AW62",-1.016033236,-0.593338119,-1.28275808,-0.436130038,37.7400017,0.0970637,1444.170044,267
"AX36",-0.583707055,-0.842706312,-1.262836231,2.572412197,43.2010002,0.0831209,1453.670044,35794
"AX37",-0.585203437,-0.97574811,-1.110402753,0.141917905,43.1820984,0.0756822,1526.359985,7093
"AX42",-0.390937389,-0.9422869,-1.011129105,0.772130738,45.6360016,0.0775531,1573.699951,14535
"AX43",-0.752307163,-0.944690656,-1.155761668,4.657229414,41.0713005,0.0774187,1504.729981,60413
"AX44",-1.291341418,-0.953168187,-1.529831092,5.17015593,34.2624016,0.0769447,1326.349976,66470
"AX46",-1.150607887,-1.05430299,-1.098428755,0.209918564,36.0401001,0.07129,1532.069946,7896
"AX48",-0.727417352,-1.352883788,-0.701312918,-0.458740469,41.3857002,0.0545956,1721.439941,0
"AX49",0.200655149,-0.73326031,-0.06687534,-0.458740469,53.108799,0.0892403,2023.979981,0
"AX50",-0.320384745,-0.622605276,0.063182919,-0.458740469,46.5271988,0.0954273,2086,0
"AX53",-1.397716994,-0.874194797,-0.642532916,-0.458740469,32.9187012,0.0813603,1749.469971,0
"AX54",-1.077228869,-1.029022419,-0.927163672,-0.458740469,36.9669991,0.0727035,1613.73999,0
"AX55",-1.203498667,-0.954715247,-1.186357362,-0.031767464,35.3720016,0.0768582,1490.140015,5042
"AX56",-0.8585402,-1.147577296,-1.482962372,0.031575615,39.7294006,0.0660748,1348.699951,5790
"AX59",-0.777600745,-1.299298279,-1.219113066,1.547829415,40.7518005,0.0575917,1474.52002,23695
"AX60",-0.47350792,-0.952622692,-0.533487006,0.232698362,44.5929985,0.0769752,1801.469971,8165
"AX61",0.078153652,-0.238957637,-0.244410542,-0.458740469,51.5614014,0.116878,1939.319946,0
"AX62",0.03402646,-0.04971553,-0.469024117,-0.458740469,51.0040016,0.127459,1832.209961,0
"AX63",-0.114972365,-0.01483961,-0.650732146,-0.458740469,49.1218987,0.129409,1745.560059,0
"AX64",0.141225277,-0.637979297,-1.449975769,-0.458740469,52.3581009,0.0945677,1364.430054,0
"AY42",-1.207140421,-1.290405813,-1.60901522,2.302187909,35.3260002,0.0580889,1288.589966,32603
"AY43",-0.872156848,-1.145123462,-1.075550012,1.263886438,39.5573997,0.066212,1542.979981,20342
"AY44",-1.142509293,-0.866037408,-0.990850668,3.497153414,36.1423988,0.0818164,1583.369995,46714
"AY51",-0.283398228,-0.936132642,-0.428949776,-0.458740469,46.9944,0.0778972,1851.319946,0
"AY52",-0.419833165,-0.386438066,-0.247325198,-0.458740469,45.2709999,0.108632,1937.930054,0
"AY53",-1.316912232,-0.56141145,-0.519248044,-0.458740469,33.9393997,0.0988488,1808.26001,0
"AY54",0.388247413,-0.599962755,-0.619926799,-0.458740469,55.4784012,0.0966933,1760.25,0
"AY55",-0.792001066,-0.985876435,-0.968034898,-0.458740469,40.5699005,0.0751159,1594.25,0
"AY56",-0.967504478,-1.176687064,-1.442405497,-0.458740469,38.3530006,0.0644472,1368.040039,0
"AY61",-0.250140437,-1.185531239,-1.087712672,0.576004304,47.4145012,0.0639527,1537.180054,12219
"AY62",-1.336830299,-1.220959808,-0.920243349,-0.23365236,33.6878014,0.0619718,1617.040039,2658
"AY63",-0.836310356,-0.395631,-0.534094973,-0.458740469,40.0102005,0.108118,1801.180054,0
"AY64",0.121291203,-0.423460196,-1.321993811,-0.458740469,52.1063004,0.106562,1425.459961,0
"AZ43",-0.79175554,-1.350989757,-1.685452106,2.232493585,40.5730019,0.0547015,1252.140015,31780
"AZ44",-0.754658492,-1.181190529,-1.085426974,1.064880774,41.0415993,0.0641954,1538.27002,17992
"AZ45",-0.881522306,-0.715051503,-0.940291143,0.963345543,39.4390984,0.0902584,1607.479981,16793
"AZ53",-1.36922529,-0.828773829,-1.231925929,-0.428169812,33.2785988,0.0838999,1468.410034,361
"AZ54",-0.985768218,-1.148274814,-1.192019515,-0.455014406,38.1222992,0.0660358,1487.439941,44
"AZ55",-0.323313797,-1.014515825,-1.277242863,-0.416568205,46.4902,0.0735146,1446.800049,498
"AZ63",-1.083839242,-1.058314615,-1.439910146,1.396585109,36.8834991,0.0710657,1369.229981,21909
"AZ64",-0.718598196,-0.663102479,-1.55602306,0.295872075,41.4971008,0.093163,1313.859985,8911
"BA45",-1.522546269,-1.124897217,-1.405518692,0.878662281,31.3418999,0.0673429,1385.630005,15793
"BA62",-1.52561786,-1.030962951,-1.415521598,-0.19444401,31.3031006,0.072595,1380.859985,3121
"BA63",-2.020627911,-0.986940597,-1.231737268,-0.458740469,25.0503006,0.0750564,1468.5,0
"BA64",-1.177247159,-0.56527284,-1.252204367,-0.409285445,35.7036018,0.0986329,1458.73999,584
"BA66",-1.990457718,-0.510310179,-1.233205091,-0.458740469,25.4314003,0.101706,1467.800049,0
"BA71",-1.481902293,-0.640257857,-1.189377228,-0.458740469,31.8553009,0.0944403,1488.699951,0
"BA72",-4.003763558,-0.524189007,-1.220497182,-0.458740469,0,0.10093,1473.859985,0
"BB53",-0.910695013,-0.975588933,-2.047379606,2.594599211,39.0705986,0.0756911,1079.550049,36056
"BB54",-0.622910215,-0.858643713,-1.50082891,1.19537768,42.7057991,0.0822298,1340.180054,19533
"BB55",1.061967151,-1.01470183,-1.307691877,2.405416805,63.9886017,0.0735042,1432.280029,33822
"BB56",1.400885115,-1.015669413,-1.649907436,1.352295764,68.2696991,0.0734501,1269.089966,21386
"BB61",-0.333557761,-0.969826357,-1.365716976,0.359130471,46.3608017,0.0760133,1404.609985,9658
"BB62",-0.277223341,-0.811369851,-0.755164678,-0.458740469,47.0723991,0.084873,1695.76001,0
"BB63",-0.845462009,-0.471320689,-0.308370163,-0.458740469,39.8945999,0.103886,1908.819946,0
"BB64",-0.703509319,-0.101457087,-0.217232772,-0.384134516,41.6876984,0.124566,1952.280029,881
"BB65",0.057942338,0.32900119,-0.042549765,-0.458740469,51.3060989,0.148634,2035.579956,0
"BB66",-0.379482119,0.315050822,-0.11443599,-0.458740469,45.7807007,0.147854,2001.300049,0
"BB67",-0.366712573,-0.144291871,-0.731426334,-0.458740469,45.9420013,0.122171,1707.079956,0
"BB70",-1.807892766,-0.614993383,-1.059675301,-0.458740469,27.7374992,0.0958529,1550.550049,0
"BB71",-1.344382891,-0.590832418,-1.019873585,-0.458740469,33.5923996,0.0972038,1569.530029,0
"BB72",-4.003763558,-0.477169113,-1.075843628,-0.458740469,0,0.103559,1542.839966,0
"BB76",-1.916540244,-0.24477029,-1.158634598,-0.458740469,26.3651009,0.116553,1503.359985,0
"BB77",-1.901055458,-0.176967925,-1.156222954,-0.458740469,26.5606995,0.120344,1504.51001,0
"BB78",-4.003763558,-0.341349761,-1.196045662,-0.458740469,0,0.111153,1485.52002,0
"BC36",-0.354727001,-1.378065991,-2.253277281,1.06869152,46.093399,0.0531876,981.3649902,18037
"BC37",-0.277342019,-1.312447395,-1.058291441,1.139402044,47.0709,0.0568565,1551.209961,18872
"BC38",0.78916039,-1.195482502,-0.463970187,2.638380458,60.5425987,0.0633963,1834.619995,36573
"BC39",0.19231103,-1.370598967,-1.195940963,3.000740134,53.0033989,0.0536051,1485.569946,40852
"BC40",0.843428867,-1.416658432,-1.647537774,2.125453942,61.2280998,0.0510298,1270.219971,30516
"BC41",0.003309957,-1.591499467,-1.96754553,0.906946491,50.6160011,0.041254,1117.619995,16127
"BC42",-0.475130842,-1.529010761,-1.950223986,3.474288933,44.5724983,0.0447479,1125.880005,46444
"BC43",-0.075373295,-1.626230517,-2.391146951,2.11165057,49.6221008,0.0393121,915.6199951,30353
"BC45",-0.848802678,-1.559964481,-2.211137261,-0.26921933,39.8524017,0.0430172,1001.460022,2238
"BC48",-0.774806085,-1.262075835,-2.385428353,0.71505422,40.7871017,0.0596729,918.3469849,13861
"BC49",-0.84357001,-1.301297831,-2.46702822,-0.124241586,39.918499,0.0574799,879.4349976,3950
"BC53",-0.967836968,-0.965465973,-1.497033406,1.944993912,38.3488007,0.0762571,1341.98999,28385
"BC54",0.147313193,-1.03462224,-0.865909311,0.253869177,52.4350014,0.0723904,1642.949951,8415
"BC55",-0.627620426,-0.885829046,-0.513292532,-0.257363673,42.6463013,0.0807098,1811.099976,2378
"BC56",1.381719309,-0.389478531,-0.262445007,-0.458740469,68.0276031,0.108462,1930.719971,0
"BC57",-0.164079146,-0.98140874,-1.012554947,-0.456962121,48.5015984,0.0753657,1573.02002,21
"BC58",-0.017851121,-0.959435122,-0.839507434,-0.458740469,50.3487015,0.0765943,1655.540039,0
"BC59",-0.841297799,-0.946028461,-0.804549996,-0.458740469,39.9472008,0.0773439,1672.209961,0
"BC60",0.19237445,-0.573575098,-0.442370606,-0.458740469,53.0042,0.0981687,1844.920044,0
"BC61",-0.119920249,-0.846394217,-0.818684003,-0.458740469,49.0593987,0.0829147,1665.469971,0
"BC62",-0.125873479,-0.589485671,-0.367359817,-0.458740469,48.9841995,0.0972791,1880.689941,0
"BC63",0.032902134,-0.504211364,-0.339343181,-0.458740469,50.9897995,0.102047,1894.050049,0
"BC64",0.48512283,-0.438966567,-0.590442339,-0.458740469,56.7020988,0.105695,1774.310059,0
"BC65",0.554923815,-0.127640855,-0.318414795,-0.458740469,57.5838013,0.123102,1904.030029,0
"BC66",-0.579550698,-0.507019323,-0.202931094,-0.458740469,43.2535019,0.10189,1959.099976,0
"BC67",-0.058329006,0.544140903,0.22960398,-0.458740469,49.8373985,0.160663,2165.360107,0
"BC68",0.108371257,0.22542865,-0.293208372,-0.458740469,51.9431,0.142843,1916.050049,0
"BC75",-1.661846989,-0.392053983,-1.029687829,-0.458740469,29.5823002,0.108318,1564.849976,0
"BC76",-1.598672384,-0.333408782,-0.879917373,-0.458740469,30.3803005,0.111597,1636.27002,0
"BC77",-1.660018259,-0.51456683,-1.053405182,-0.458740469,29.6054001,0.101468,1553.540039,0
"BC78",-1.678432248,-0.692487677,-1.266904615,-0.458740469,29.3728008,0.09152,1451.729981,0
"BD38",-1.018970442,-1.230344114,-0.670402361,-0.069366832,37.7028999,0.0614471,1736.180054,4598
"BD39",-1.376761875,-1.044666505,-0.957486742,0.64468243,33.1833992,0.0718288,1599.280029,13030
"BD41",-0.141936282,-0.790878907,-1.195773037,-0.458740469,48.7812996,0.0860187,1485.650024,0
"BD42",-0.938822514,-0.938110732,-1.243795229,-0.313085259,38.7153015,0.0777866,1462.75,1720
"BD43",-0.523058032,-1.213313934,-1.494789434,0.21525361,43.9670982,0.0623993,1343.060059,7959
"BD44",-1.318843791,-1.36913239,-1.800222886,-0.401494584,33.9150009,0.0536871,1197.410034,676
"BD45",-0.929298803,-1.1264407,-1.593308435,0.085942269,38.8356018,0.0672566,1296.079956,6432
"BD46",-1.0383265,-0.984576189,-1.596181365,0.196877342,37.4584007,0.0751886,1294.709961,7742
"BD49",-2.018150043,-1.200848028,-2.618847332,0.255562842,25.0816002,0.0630963,807.0380249,8435
"BD53",-1.849043334,-0.925800427,-0.954488122,2.564621337,27.2176991,0.0784749,1600.709961,35702
"BD54",-1.818508938,-0.942578427,-0.748852577,0.713445238,27.6033993,0.0775368,1698.77002,13842
"BD55",-0.451175096,-0.803414564,-0.750949614,0.625628696,44.8750992,0.0853178,1697.77002,12805
"BD56",-0.629647119,-0.960755041,-1.086748117,0.142426005,42.6207008,0.0765205,1537.640015,7099
"BD59",-1.533178306,-0.891960054,-1.210473285,1.556128374,31.2075996,0.080367,1478.640015,23793
"BD60",-1.202295516,-0.971207086,-1.094507307,0.503007333,35.3871994,0.0759361,1533.939941,11357
"BD61",-1.490286122,-0.752404507,-1.170755532,-0.397175738,31.7493992,0.0881699,1497.579956,727
"BD62",0.002296465,-0.646989804,-0.989235909,-0.458740469,50.603199,0.0940639,1584.140015,0
"BD63",-0.28502115,-0.776823017,-0.541161976,-0.458740469,46.9738998,0.0868046,1797.810059,0
"BD64",-0.148119023,-0.542859249,-0.533172399,-0.458740469,48.7032013,0.0998861,1801.619995,0
"BD65",-0.167752313,-0.786658026,-1.00758498,-0.458740469,48.4552002,0.0862547,1575.390015,0
"BD67",-1.811360116,-0.88611163,-0.497585747,-0.458740469,27.6937008,0.080694,1818.589966,0
"BD68",-0.180331908,0.416799083,0.499219625,-0.458740469,48.296299,0.153543,2293.929932,0
"BD69",0.542423339,0.724923364,0.028246471,-0.458740469,57.4258995,0.170771,2069.340088,0
"BD72",-0.591504864,-0.479351093,-1.24629058,-0.458740469,43.1025009,0.103437,1461.560059,0
"BD73",-1.222981558,-0.514978187,-1.084777025,-0.458740469,35.1259003,0.101445,1538.579956,0
"BD74",-1.912637417,-0.48471662,-1.046191498,-0.458740469,26.4144001,0.103137,1556.979981,0
"BD75",-1.212420802,-0.579589853,-1.089222733,-0.458740469,35.2593002,0.0978324,1536.459961,0
"BE38",-1.346148352,-1.311520947,-1.279381881,0.861132846,33.5700989,0.0569083,1445.780029,15586
"BE43",-0.340603603,-0.648032504,-1.163080306,-0.165905751,46.271801,0.0940056,1501.23999,3458
"BE44",-0.579914901,-0.965383702,-1.2547417,1.757251121,43.2489014,0.0762617,1457.530029,26168
"BE45",-0.185208526,-1.140235468,-1.123718885,-0.161502221,48.2346992,0.0664853,1520.01001,3510
"BE46",-1.368465168,-0.920395554,-1.286302205,-0.381932751,33.2882004,0.0787771,1442.479981,907
"BE47",-1.217147021,-1.042119668,-1.589869264,1.531485545,35.1996002,0.0719712,1297.719971,23502
"BE51",-0.697690481,-0.904738948,-1.568856915,2.673100595,41.7612,0.0796525,1307.73999,36983
"BE52",-1.149491715,-0.944273933,-0.983888618,2.664971002,36.0541992,0.077442,1586.689941,36887
"BE53",-0.732190983,-0.915149858,-0.257957318,-0.419193386,41.3254013,0.0790704,1932.859985,467
"BE54",0.029205115,-0.476954492,0.210583714,-0.458740469,50.9431,0.103571,2156.290039,0
"BE55",0.255113578,-0.264676392,0.043219089,-0.458740469,53.7966995,0.11544,2076.479981,0
"BE56",-0.665667856,-0.676766685,-0.59644009,-0.458740469,42.165699,0.092399,1771.449951,0
"BE57",-0.320629962,-0.675720408,-0.825792988,-0.458740469,46.5241013,0.0924575,1662.079956,0
"BE58",-0.226089866,-0.568490368,-0.731279399,-0.458740469,47.7182999,0.098453,1707.150024,0
"BE59",0.05176745,-0.743569274,-0.534556515,-0.458740469,51.2280998,0.0886639,1800.959961,0
"BE60",0.195572873,-0.7659775,-0.707687735,-0.431557142,53.0446014,0.087411,1718.400024,321
"BE61",-1.369154017,-0.859629182,-1.042395739,-0.458740469,33.2794991,0.0821747,1558.790039,0
"BE62",-1.578817579,-0.896104028,-1.074459512,-0.458740469,30.6310997,0.0801353,1543.5,0
"BE64",-0.366015871,-1.147607701,-1.11430321,-0.436553455,45.9508018,0.0660731,1524.5,262
"BE65",-1.133998775,-1.135653308,-1.046568821,-0.078343258,36.2499008,0.0667415,1556.800049,4492
"BE66",-1.028890063,-0.91087711,-1.002006791,-0.285563199,37.5775986,0.0793093,1578.050049,2045
"BE67",-1.556413489,-0.850869066,-0.840807587,-0.458740469,30.9141006,0.0826645,1654.920044,0
"BE68",-1.310040643,-0.986294946,-0.547725711,-0.458740469,34.0261993,0.0750925,1794.680054,0
"BE69",-1.082453684,-0.574161729,-0.388791471,-0.458740469,36.901001,0.0981359,1870.469971,0
"BE70",-1.43357134,-0.478921851,-0.77244424,-0.458740469,32.4658012,0.103461,1687.52002,0
"BE73",-1.608940209,-0.526478298,-1.031533232,-0.458740469,30.2506008,0.100802,1563.969971,0
"BF44",-1.041873128,-1.004036952,-1.408769202,0.632911456,37.4136009,0.0741005,1384.079956,12891
"BF45",-0.261959911,-0.940831054,-0.567962167,0.31729694,47.2652016,0.0776345,1785.030029,9164
"BF46",-0.020249871,-0.697216494,-0.569870542,-0.458740469,50.3184013,0.0912556,1784.119995,0
"BF47",-0.162519344,-0.637734271,-0.98080578,-0.458740469,48.5213013,0.0945814,1588.160034,0
"BF48",-1.106718067,-0.759492367,-1.565396753,-0.458740469,36.5945015,0.0877736,1309.390015,0
"BF53",-0.733038076,-1.097395318,-1.063093481,1.543679935,41.3147011,0.0688806,1548.920044,23646
"BF54",-0.562031373,-0.97175437,-0.842233684,0.120577723,43.4748001,0.0759055,1654.23999,6841
"BF55",0.53323998,-0.910742972,-0.856661307,-0.458740469,57.3098984,0.0793168,1647.359985,0
"BF56",0.26804923,-0.745624271,-0.885495562,-0.458740469,53.9600983,0.088549,1633.609985,0
"BF57",-0.718614195,-0.902480062,-0.873898888,-0.458740469,41.4968987,0.0797788,1639.140015,0
"BF58",-0.567287894,-0.825604592,-0.793016293,-0.458740469,43.4084015,0.0840771,1677.709961,0
"BF59",0.542977502,-0.554318225,-0.448850634,-0.458740469,57.4328995,0.0992454,1841.829956,0
"BF60",0.388421357,-0.459749038,-0.309313727,-0.458740469,55.4805984,0.104533,1908.369995,0
"BF61",-0.409494067,-0.782093752,-0.786431567,-0.458740469,45.4015999,0.0865099,1680.849976,0
"BF62",-0.609412253,-0.989773595,-0.978436118,-0.458740469,42.8763008,0.074898,1589.290039,0
"BF63",-1.185100535,-1.057829929,-1.206195248,-0.458740469,35.6044006,0.0710928,1480.680054,0
"BF65",-1.099221041,-1.003015714,-1.069531527,-0.061999389,36.6892014,0.0741576,1545.849976,4685
"BF66",-0.907932059,-1.020417903,-1.047302989,-0.307750214,39.1054993,0.0731846,1556.449951,1783
"BF67",-0.590531231,-0.857801326,-0.782384174,-0.458740469,43.1147995,0.0822769,1682.780029,0
"BF68",-1.482591141,-1.073298741,-0.930812496,-0.458740469,31.8465996,0.0702279,1612,0
"BF69",-1.546375326,-1.102197464,-0.830658,-0.458740469,31.0408993,0.0686121,1659.76001,0
"BF70",-1.289196047,-0.666822577,-0.518702795,-0.458740469,34.2895012,0.092955,1808.52002,0
"BF71",-0.4743073,-0.33501844,-0.738702991,-0.458740469,44.582901,0.111507,1703.609985,0
"BF72",-1.292845654,-0.487131106,-1.132903916,-0.458740469,34.2434006,0.103002,1515.630005,0
"BF73",-1.848172388,-0.550955828,-0.8027883,-0.458740469,27.2287006,0.0994334,1673.050049,0
"BF74",-1.60738856,-0.613390879,-0.79907676,-0.458740469,30.2702007,0.0959425,1674.819946,0
"BF75",-1.603446165,-0.534884289,-1.053740779,-0.458740469,30.3199997,0.100332,1553.380005,0
"BG46",0.732406198,-1.176690641,-0.964176422,-0.458740469,59.8256989,0.064447,1596.089966,0
"BG47",0.486350143,-0.700890091,-0.898056792,-0.458740469,56.7176018,0.0910502,1627.619995,0
"BG48",-0.972460207,-0.866593634,-1.507162002,-0.458740469,38.2904015,0.0817853,1337.160034,0
"BG70",-0.663063148,-1.062800194,-0.595580233,-0.458740469,42.1986008,0.0708149,1771.859985,0
"BG71",-1.077909571,-0.720429548,-0.591428141,-0.458740469,36.9584007,0.0899577,1773.839966,0
"BG72",-0.916838195,-0.680497514,-0.840786596,-0.458740469,38.993,0.0921904,1654.930054,0
"BG73",-1.356297499,-0.779711458,-0.961932449,-0.458740469,33.4418983,0.0866431,1597.160034,0
"BG74",-0.717577151,-0.719880476,-0.901705615,-0.458740469,41.5099983,0.0899884,1625.880005,0
"BG75",-0.654346971,-0.520594104,-0.983699701,-0.458740469,42.3087006,0.101131,1586.780029,0
"BH71",-0.732990664,-1.111937683,-1.213514142,-0.458740469,41.3153,0.0680675,1477.189941,0
"BH72",-1.255867292,-0.935281312,-1.208690855,-0.424443748,34.7104988,0.0779448,1479.48999,405
"BH73",-0.969008714,-0.892872193,-1.249939659,-0.442820016,38.3339996,0.080316,1459.819946,188
"BH74",-0.201334749,-0.897799535,-1.501185498,-0.458740469,48.0309982,0.0800405,1340.01001,0
"BH75",-0.656120285,-0.971566576,-1.628727416,-0.458740469,42.2863007,0.075916,1279.189941,0
"BI68",-1.236906842,-1.037036726,-1.2450534,-0.154388827,34.9500008,0.0722554,1462.150024,3594
"BI73",-0.296120362,-0.971026447,-1.64797807,-0.443836215,46.8336983,0.0759462,1270.01001,176
"BI74",0.197567852,-0.685376566,-1.393880036,-0.458740469,53.0698013,0.0919176,1391.180054,0
"BI75",-0.769454731,-0.608631657,-1.6359411,-0.458740469,40.8546982,0.0962086,1275.75,0
"BJ75",-0.338117881,-0.557210243,-1.547089663,-0.458740469,46.3031998,0.0990837,1318.119995,0
"BJ76",-0.070956014,-0.629153006,-2.188594116,-0.34814413,49.6778984,0.0950612,1012.210022,1306
"BK72",-0.641102389,-0.830496163,-1.511524002,-0.358390804,42.4760017,0.0838036,1335.079956,1185
"BK76",-0.683123761,-0.503996743,-2.088083161,-0.13160903,41.9452019,0.102059,1060.140015,3863
"BK77",-0.20556207,-0.462020444,-2.403917833,1.345944519,47.9776001,0.104406,909.5300293,21311
"BL65",0.316245799,-0.627139145,-1.528530939,-0.458740469,54.5689011,0.0951738,1326.969971,0
"BL71",0.964687662,-0.921626048,-1.693190305,-0.380069719,62.7598,0.0787083,1248.449951,929
"BL72",-0.44206301,-0.916428641,-1.756793337,-0.408184562,44.9902,0.0789989,1218.119995,597
"H52",2.333248357,-0.085557245,0.462584455,0.699641866,80.0469971,0.125455,2276.459961,13679
"H53",2.547812684,-0.858166181,1.197407427,-0.403526983,82.7573013,0.0822565,2626.870117,652
"I52",0.964735075,0.637197011,0.290459515,5.964738974,62.7603989,0.165866,2194.379883,75853
"I54",1.474414825,0.534035829,0.502281217,0.829884723,69.1985016,0.160098,2295.389893,15217
"J53",-0.579131228,2.092238275,-0.337980312,5.570284341,43.2588005,0.247221,1894.699951,71195
"J54",1.721421254,1.141037801,0.401036734,2.447335019,72.3186035,0.194037,2247.110107,34317
"J55",1.618869236,0.166211127,0.770576487,0.118714692,71.023201,0.139532,2423.330078,6819
"K54",2.397942904,1.724950126,-0.483011188,2.553104413,80.8641968,0.226685,1825.540039,35566
"L25",-0.422881196,1.484342049,-1.103964707,-0.345772998,45.2324982,0.213232,1529.430054,1334
"L26",-0.681817638,0.609636092,-1.203532226,-0.39124791,41.9617004,0.164325,1481.949951,797
"L28",-0.844971266,0.153065588,-1.787997254,-0.201811454,39.9007988,0.138797,1203.23999,3034
"L54",1.693704769,1.8694974,-0.449752216,3.821236256,71.9684982,0.234767,1841.400024,50541
"M22",2.561912221,-0.763199946,1.217266303,-0.458740469,82.9354019,0.0875663,2636.340088,0
"M23",1.95810369,0.273128178,0.869032259,0.119307474,75.3082962,0.14551,2470.280029,6826
