Row Labels,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
AV39,-0.568040005,-0.304926419,-0.634775571,-0.629900375,-0.414631777,-0.186690927,-0.499096247,-0.582302737,-0.569394013,-0.604476178,-0.505261947,-0.624125707,-0.386586223,-0.63361051,-0.539377525,-0.581136965,-0.143640145,0.339844419,0.399773267,1.030530442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AV40,-0.761977479,-0.888750399,-0.86172343,-0.758294288,-0.669308128,-0.741379983,-0.804250736,-0.757508079,-0.538654388,-0.630686378,-0.544605165,-0.637154327,-0.66165938,-0.593186692,-0.618334552,-0.710805981,-0.742252607,-0.625556063,-0.670396658,-0.527861627,-0.658564601,-0.634872199,-0.569050076,-0.044786923,-0.245202932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AV41,-0.711316537,-1.143955619,-1.213207361,-1.564892581,-1.763629259,-1.697549366,-1.657619082,-1.431811243,-1.05531532,-0.694494861,-0.264272154,-1.343997303,-1.13760695,-1.129701812,-0.617259183,-0.748489521,-0.77178569,-0.796474337,-0.832128242,-0.861677919,-0.867054099,-0.771169161,-0.821924057,-0.796254578,-0.811201903,-0.822949982,-0.847310544,-0.885302946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AV43,0.330077809,0.662315092,0.145344347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AV44,1.707733404,0.507829162,-0.162655259,-0.434428688,-0.624362434,-0.666457838,-0.732697943,-0.577334179,-0.445075621,-0.64358706,-0.458017246,-0.699820149,-0.793303673,-0.801694252,-0.841092077,-0.873045103,-0.89778031,-0.915519972,-0.944326511,-0.944445112,-0.92590771,-0.932062227,-0.920270487,-0.891731104,-0.917208066,-0.887800245,-0.854741629,-0.851203892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AV46,-0.699029242,-0.667471226,-0.723330928,-0.742119596,-0.872605461,-0.763680865,-0.74284232,-0.604080164,-0.738544773,-0.779527848,-0.760767295,-0.863775106,-0.867803479,-0.832449673,-0.776984607,-0.820110244,-0.603580584,-0.77560085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AV47,-0.237983048,-0.574447412,-0.875476047,-1.098329955,-1.149314296,-1.30519959,-0.795486688,-0.807407261,-0.604349306,-0.65186018,-1.413357483,-1.223106218,-1.138925684,-1.167583218,0.037217204,-0.131498378,-0.480120446,-0.680135889,-0.318787105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AV48,-0.69221641,-0.694646374,-0.482227486,1.878618519,1.191551147,0.784283473,-0.436361297,-0.694525892,-0.759880087,-0.517691964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AV49,-1.142699057,-1.259552447,-1.422770601,-0.189987569,-1.345257519,-1.009653972,-0.210776,-0.293897387,-0.630163219,-0.783307087,-0.69228874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AV51,-2.181541461,-1.545488986,-1.383291146,-1.282513968,-1.302130167,-1.493030108,-1.511424286,-1.375894973,-1.398964759,-1.313313501,-0.657923554,-0.715956462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AV52,-1.76605642,-1.621995684,-1.317116966,-0.791502807,-0.85548292,-0.8591664,-0.820034442,0.464264515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AV53,-1.37632862,-1.115613467,-0.837580845,-1.04558134,-1.160681012,-1.288085547,-1.021435872,-0.589912355,-1.092134902,-0.562947384,-0.734091488,-0.780591798,-1.024747109,-0.626657508,-1.285006708,-1.12850228,-1.561625558,-1.235127854,-1.36080411,-1.397622359,-1.518962398,-1.398237463,-1.123262716,-1.461733486,-1.678329257,-1.313409898,-0.323249763,-0.054508847,-0.191121737,-0.351940006,-0.682634158,-0.627724705,-0.186434872,-0.517366773,NA,NA,NA,NA,NA,NA
AV54,0.307020641,0.318222823,0.533591602,1.967208095,2.001190767,1.401741709,-0.126621937,0.024563326,0.314707698,-0.130867475,-0.565640557,-0.790121457,-0.843785137,-1.169425686,-1.274643818,-1.423953891,-0.668977434,1.251648033,0.664357013,0.34024505,0.715020267,1.282887173,1.664869009,2.00198216,1.113904484,0.520683277,0.618075564,0.666445233,0.814097635,1.627071555,0.498482679,2.484742494,1.969372775,2.190444708,2.437898611,2.628824023,2.44126877,2.035161822,2.733176573,2.146471448
AV55,-0.006174786,0.948356994,0.708392301,1.641091079,2.587453505,1.864810262,1.113292229,0.424062892,0.334769509,0.525833186,0.178713514,0.304872747,0.216498396,-0.327481211,-0.241728589,0.776519799,0.099965571,0.507552161,0.943302211,0.855509109,-0.154416014,-0.153289717,0.75767946,1.837417822,1.706338322,1.73921845,1.940522043,2.11741365,1.663719153,-0.123102138,-0.226950589,-0.113791504,0.4428296,0.016658153,0.683246081,0.373529971,0.364709419,0.258487759,0.445571108,-0.16506283
AV56,0.471408774,0.527299478,1.142890184,0.435909525,0.315374186,0.981108897,0.749748031,0.76729402,-0.079597209,-0.474180105,-0.618847539,0.086298078,0.010691461,-0.234544114,0.685931455,0.675965621,0.440070034,0.607330233,0.69385775,0.1010849,-0.018618724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AV57,-0.782274006,0.325151886,-0.355611088,-0.601307857,-0.831969419,-0.786921804,-0.683093461,-0.500498483,-0.580112022,-0.432184024,-0.757941878,0.197090077,0.098584745,0.388776907,-0.154586939,0.072206082,-0.239339306,-0.226671294,-0.07954574,-0.126146043,-0.408275346,-0.217440064,-0.251797783,-0.468391523,-0.430945254,-0.496823189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AV58,4.249193213,3.647357948,2.643138563,0.328504355,-0.056720291,1.473123075,1.380206433,1.768639935,1.859346886,-0.107987401,2.321254731,2.2957012,1.745272274,0.764039936,0.595383407,0.662205536,0.553526477,2.441340389,0.771762933,0.871564465,0.962058465,0.676572855,0.55652403,1.127533872,1.033507533,0.917868968,1.37659493,1.090782002,1.367801984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AV59,7.454612951,8.199884247,8.322192141,5.09681549,1.303340126,1.606127081,3.994279917,3.831276184,3.496381099,0.926122115,-0.125442846,1.117467003,1.732311723,-0.294326971,1.669568003,1.411159249,1.554709381,1.750390378,2.405349757,3.416841552,3.344075399,2.883485088,2.66417862,2.71976933,3.66285684,3.34773932,2.281511942,2.538703316,1.701543346,1.746850494,0.950005729,NA,NA,NA,NA,NA,NA,NA,NA,NA
AV60,4.029591769,1.53155897,0.4190087,2.859281116,1.728036957,1.731339688,1.582192506,0.569245464,0.16941743,0.886254662,1.627021043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AV61,-0.753542446,-1.323466432,-0.294762994,-1.186488509,-0.972126511,0.148868098,-1.03498742,-1.430864863,-0.760685993,-0.80992308,-0.928219001,-0.843390827,-0.797425333,-0.848909157,-0.554604294,-0.58691232,-0.456686459,-0.614878421,-0.548908146,-0.498266609,-0.49185871,-0.211257547,-0.583062631,-0.700553561,-0.817430136,-0.809749127,-0.628882503,-0.686994279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AV62,0.272309063,-0.115739849,0.455308369,-0.655937259,-0.675080547,-0.62573949,-0.420434106,0.33246335,0.308281882,-0.342586624,-0.492136266,-0.557318047,-0.791451224,-0.694580952,-0.694777962,-0.721690984,-0.73672351,-0.685184943,-0.723533084,-0.587135847,-0.554989467,-0.626112546,-0.412275785,-0.683024151,-0.800581124,-0.738861345,-0.687137136,-0.745930565,-0.704401197,-0.889583714,-0.832840202,-0.901825071,-0.812430024,-0.840588651,-0.88083646,-0.90305479,-0.460580968,-0.916142538,-0.904952163,-0.911276028
AW35,-0.661882867,-0.824585102,-0.62719089,-0.774490481,-0.757252657,-0.301422593,-0.48838887,-0.706906219,-0.731769277,-0.69272776,-0.881260601,-0.897783665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AW36,-0.192594344,0.000348455,-0.420796684,-0.570415229,-0.758138772,-0.800417818,-0.935828729,-0.829546873,-0.83750812,-0.87520934,-0.899106831,-0.853805513,-0.724082477,-0.811722385,-0.895952001,-0.784061329,-0.850571189,-0.866398888,-0.871687867,-0.697932206,-0.788962542,-0.871363295,-0.869733164,-0.855594849,-0.749256661,-0.833140168,-0.939957138,-0.94115295,-0.921872879,-0.914007135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AW37,-1.581173655,-1.526930474,-1.651217559,-1.564441357,-1.779788067,-1.802522104,-1.824949249,-1.786576514,-1.811138312,-1.781875365,-1.674760947,-1.764919534,-1.822736359,-0.932696488,-0.839867553,-0.893273817,-0.921418985,-0.763578278,-0.918572549,-0.971818394,-0.957763685,-0.934014789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AW41,0.133647338,-0.416607821,-0.70728065,-0.332503607,0.055070059,1.615519931,0.927904838,1.404169147,-0.058008343,-0.193185238,0.200623651,-0.408181016,0.018103535,0.405724882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AW43,-1.24618711,-1.507208455,-1.630153678,-1.759805682,-1.708335682,-1.796789039,-1.77911169,-1.752816296,-1.748537778,-1.69643645,-1.668220387,-0.83373797,-0.902386375,-0.885170717,-0.926123157,-0.959913546,-0.876008502,-0.851296213,-0.74412782,-0.29945347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AW44,0.717823014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AW47,-0.2737029,-0.149867403,0.2318455,-0.526204583,-0.233589675,-0.417681756,-0.522348475,-0.639645017,-0.447340308,-0.531321364,-0.505377779,-0.478461309,-0.325397484,-0.399393614,-0.348571532,-0.050782495,0.572699236,-0.387081818,-0.107067698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AW48,-1.357384685,-0.620448339,-0.61960697,-0.664558618,-0.723146625,-0.582895645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AW49,-1.588422696,-1.404875388,-1.108855267,-0.797347718,-0.707969553,-0.665182738,-0.748326247,-0.78157504,-0.900544819,-0.792007072,-0.835668992,-0.819228537,-0.791936121,-0.735533393,-0.73900198,-0.781895289,-0.834038356,-0.852355622,-0.778275379,-0.608829716,-0.63564379,-0.638891529,-0.558231165,-0.552622298,-0.590496437,-0.739541083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AW52,-0.959051522,-0.937977839,-0.933800354,-0.939654572,-0.923344984,-0.936197174,-0.945166408,-0.955422183,-0.908775909,-0.915209062,-0.856655473,-0.9086672,-0.827110908,-0.877933869,-0.880644613,-0.890570785,-0.870701176,-0.857588946,-0.872739727,-0.892407142,-0.900308298,-0.897553512,-0.891098183,-0.895229904,-0.705774653,-0.633733673,-0.820829036,-0.786313652,-0.807399824,-0.738829948,-0.787595918,-0.567152705,-0.750772314,-0.753319199,-0.749984841,-0.82213992,-0.821595926,-0.851351991,-0.948121175,-0.918124687
AW53,-1.071015034,-0.827435015,-0.813555686,-0.925449207,-0.867379762,-0.93748426,-0.974662189,-0.928952408,-0.976522729,-0.871080385,-0.425864473,-0.650354551,-0.733720546,-0.541036625,-0.74806081,-0.465769122,-0.46302687,-0.736126298,-0.628252051,-0.75694699,-0.94692042,-0.873952091,-0.909509023,-0.828197556,-0.809498936,-0.719253439,-0.737576476,-0.597360614,-0.266211211,-0.380242781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AW54,-0.972584954,-0.933317966,-0.929902518,-0.890870587,-0.923924135,-0.921730102,-0.904660784,-0.915741744,-0.897983014,-0.916107378,-0.830349258,-0.785549941,-0.877798762,-0.796172907,-0.763572834,-0.733514411,-0.880694606,-0.827114302,-0.852377831,-0.908932847,-0.913097504,-0.949164068,-0.879132025,-0.736188058,-0.920843398,-0.893487799,-0.840922315,-0.710919963,-0.688424597,-0.655102843,-0.60065235,-0.317431401,-0.533219749,NA,NA,NA,NA,NA,NA,NA
AW55,-0.569619263,-0.275437429,-0.557861836,-0.623004524,-0.64800575,-0.27134607,-0.496500531,-0.33522087,-0.543483819,-0.397496446,-0.631553557,-0.412673462,-0.361638289,-0.608358887,-0.053886952,-0.27913863,-0.171430563,-0.513685427,-0.451313243,-0.515694262,-0.546575614,-0.469507258,-0.489010476,-0.357012289,-0.404390163,-0.646274939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AW56,1.247572603,0.994439457,0.362617843,0.239371571,-0.270233023,0.397651956,-0.314047744,-0.096483135,0.44330901,1.092506064,0.123580498,-0.36712005,-0.121482658,-0.259185126,-0.715489953,-0.484527758,-0.245025224,-0.197650827,0.143658465,0.354742696,0.208803531,1.505926061,1.282319222,2.575375592,2.745365144,1.649358382,0.825668122,0.930045004,0.702244981,-0.314923284,-0.268989226,0.121538779,-0.525195044,-0.132259832,-0.020412618,0.053687444,-0.40777947,-0.483990538,-0.196900271,-0.061497651
AW57,-0.761087715,-0.604932293,-0.662001878,0.092080814,-0.011315907,-0.276527294,-0.573401003,-0.368114374,-0.585769222,-0.824390267,-0.638810937,-0.376802905,-0.001901547,0.412349927,2.203594192,0.674399151,0.1348815,-0.222030958,-0.104768531,-0.157351127,-0.452729687,-0.354950771,-0.225399002,-0.466049644,-0.577396865,0.295525419,-0.018319371,1.193594972,1.46966619,1.43435888,0.619713267,0.567494388,1.167807978,0.138103723,0.225573713,0.34241623,0.622725952,0.43120588,NA,NA
AW58,-0.530979695,-0.467299353,-0.25034272,-0.275563316,0.348243768,0.455841659,-0.046611916,0.336726539,-0.208810526,-0.175177356,-0.678150335,-0.866514384,-0.774003651,-0.696740003,-0.647426023,-0.625033739,-0.387292276,-0.337483834,-0.405613643,-0.294648777,-0.426302279,-0.701434945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AW59,5.228928582,3.232063217,1.541491346,0.250212419,0.308995536,0.966102051,0.585179957,-0.508768747,-0.13877845,-0.474873545,-0.337510396,-0.414707968,-0.500299178,-0.612160088,-0.489688998,-0.335028097,-0.204963986,-0.07635738,-0.113672882,-0.409626162,-0.357988083,-0.423070677,-0.467974141,-0.555210265,-0.450893421,-0.55022034,-0.652652184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AW60,1.17371341,3.445911201,3.651361996,3.174407907,2.914447677,0.766583273,0.940744637,0.426322891,-0.279628103,0.317812333,0.556054284,0.814809619,0.323822595,0.131243555,0.757306331,-0.009259101,0.126837484,-0.527940277,-0.495391633,1.752500362,2.020939953,2.214699444,1.449112992,1.030289066,1.09418861,0.972241426,1.798408001,2.146730391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AW61,-3.011732838,-2.862412857,-2.18954801,-2.029493894,-1.938697687,-2.13085797,-1.865776558,-2.085129761,-2.181060043,-2.655434434,-3.099837799,-1.170677579,-0.867188264,-1.533670829,-2.106261836,-2.537224015,-0.846741283,-1.414747367,-1.142377626,-1.445856025,-0.696628945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AW62,0.156316776,-0.069904373,-0.524908249,-0.526579336,-1.035288936,-0.6168762,-0.538403541,-0.554905729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AX36,-0.805723723,-0.73227707,-0.839121908,-0.793661092,-0.839023134,-0.72983013,-0.854011441,-0.854495089,-0.852914699,-0.889442486,-0.89376941,-0.800451255,-0.700494056,-0.662673145,-0.843564786,-0.868636342,-0.78551357,-0.795999367,-0.838995431,-0.779975832,-0.774192902,-0.859495369,-0.809970643,-0.828339448,-0.803644723,-0.806420885,-0.800379555,-0.775831749,-0.814479441,-0.833080741,-0.865430679,-0.872778492,-0.819032112,-0.798175169,-0.78666294,-0.838152851,-0.861423718,-0.835231833,NA,NA
AX37,-0.767019876,-0.514922304,-0.624493309,-0.593109371,-0.917852339,-0.869947602,-0.806937929,-0.817960218,-0.863381685,-0.829408198,-0.801528721,-0.80906977,-0.847426834,-0.882940518,-0.788459782,-0.468405523,-0.267126715,0.231084054,-0.302796093,-0.750334797,-0.710741612,-0.134501219,0.135723072,1.085394027,0.434282293,1.23975448,0.941449956,0.61797079,0.21877769,0.085686224,-0.07957249,-0.547133522,-0.656697865,-0.79994699,-0.760310678,-0.852821496,NA,NA,NA,NA
AX42,-2.51255808,-1.72545013,-1.684570653,-0.88799515,-0.897241386,-0.941621178,-0.922770907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AX43,-0.630517457,-0.481636311,-0.608075557,-0.471088177,-0.353543446,-0.481786079,-0.51561691,-0.09596672,-0.482726586,-0.810220323,-0.882772977,-0.831049477,-0.850525841,-0.784124021,-0.87046163,-0.879612068,-0.838516312,-0.782073185,-0.808857051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AX44,-0.889147111,-1.212827056,-1.750240278,-1.814597927,-1.803530924,-1.885541279,-1.918473881,-1.901411016,-1.828390886,-1.882349655,-1.784278592,-1.828294794,-0.907282346,-0.899269805,-0.82088917,-0.767545427,-0.536347871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AX46,-0.716598257,-0.870218571,-0.922397052,-0.825557716,-0.842426929,-0.867004863,-0.804432742,-0.857400327,-0.88596741,-0.724413128,-0.802896268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AX48,-1.310798637,-1.507661938,-0.795496738,-0.851792057,-0.875479469,-0.843774568,-0.832662096,-0.766883971,-0.877217892,-0.871302742,-0.90226053,-0.928051454,-0.913006655,-0.907035557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AX49,-0.559884465,-0.648604567,-0.718178357,-0.096833908,0.253172309,0.93509811,1.030866543,-0.18378698,-0.651176388,-0.727006657,-0.782807183,-0.78390066,-0.797893431,-0.620139308,0.001693234,0.17346386,-0.373002119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AX50,0.225672283,0.299648104,-0.22389922,0.718782188,0.201744637,-1.200888816,-1.417695523,-0.492658339,-0.779573444,-0.710679679,-0.665388626,0.463778417,-0.188058753,-0.233814733,-0.583104576,-0.753484664,-0.643631314,-0.636241132,-0.5897699,-0.743599786,-0.782257747,-0.877489785,-0.989126121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AX53,-1.526962116,-1.550195165,-0.792836075,-0.837548853,-0.820408247,-0.890251793,-0.862736611,-0.792383732,-0.786878436,-0.800264146,-0.757763537,-0.62226332,-0.526329967,-0.390847139,-0.573210461,-0.903736067,-0.881834469,-0.891864198,-0.879141335,-0.924255908,-0.872423163,-0.917425852,-0.935000318,-0.884464923,-0.914832375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AX54,-1.756372664,-0.925260331,-0.908634053,-0.91057849,-0.946550506,-0.91874495,-0.937211108,-0.931759619,-0.958788512,-0.954801416,-0.918974773,-0.966549662,-0.90283922,-0.915409843,-0.851332593,-0.845728977,-0.821052103,-0.610098849,-0.605024362,-0.76078611,-0.855088785,-0.604603532,-0.768399534,-0.945277039,-0.78296287,-0.779202909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AX55,-1.940374599,-1.86786155,-0.946639856,-0.914504109,-0.900598,-0.90959795,-0.922268103,-0.900313659,-0.904571604,-0.912312008,-0.876437168,-0.902286635,-0.898381844,-0.882490271,-0.87628299,-0.936431602,-0.81341551,-0.920183447,-0.934833908,-0.856135655,-0.90902626,-0.902349748,-0.860849505,-0.936678772,-0.917432474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AX56,-1.874419122,-1.787116619,-0.961472183,-0.888090951,-0.983136045,-0.790166102,-0.742880832,-0.944377849,-0.908492788,-0.886788108,-0.922893813,-0.892491672,-0.90735359,-0.911977128,-0.971647163,-0.942775247,-0.91268904,-0.89959626,-0.857941971,-0.907029192,-0.897371005,-0.94541479,-0.929878591,-0.939578724,-0.899653296,-0.868886562,-0.891370121,-0.897283379,-0.945285844,-0.921740285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AX59,0.230100065,0.380749237,0.0810221,-0.143286764,0.627575393,-0.039310094,0.964020546,0.798357454,0.499449885,1.666821882,1.465212735,0.626949315,1.660476774,-0.819194919,-0.704136682,-0.69482955,-0.346754169,-0.36117854,-0.400389034,-0.236927989,0.631882606,-0.150994409,-0.533986721,-0.180138665,-0.147821919,0.343076694,0.252917098,-0.512434803,-0.777417887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AX60,-0.89634721,-0.958770263,-0.849398471,-0.776239809,0.03152126,0.571919974,1.404150073,2.035901087,1.945137176,1.942993301,1.424258888,2.2163234,2.154485227,1.209193866,2.002666905,0.831805795,0.475081096,1.285750928,0.206571902,-0.223468782,-0.472500068,-0.275201915,-0.198505301,0.628024629,0.552084451,1.175672646,1.847932272,0.735733111,0.868856054,-0.063817202,-0.450912609,-0.24905877,-0.140218221,-0.887423292,-0.794626502,-0.515131593,-0.677934948,-0.730718516,-0.541923657,-0.305077701
AX61,2.167149685,1.891174789,1.770468061,1.94017021,2.678840809,2.284582654,3.661912927,1.585453266,0.508529021,0.633355194,1.334501579,1.009553986,1.394376346,0.751227328,0.218587015,0.175106992,0.329117523,0.620907164,0.443502212,0.786307556,0.431422979,0.345561339,-0.056965851,-0.975872919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AX62,0.629115236,0.389048647,1.069322122,1.812159122,2.159147592,2.289352107,1.165357053,1.682842057,2.567161809,-0.26862506,0.074956842,0.038309316,0.485954211,0.389716055,0.148464337,0.021988682,-0.122885577,-0.157275688,-0.3768972,-0.246814626,0.076917218,0.614043602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AX63,2.206642934,3.150896655,0.424624423,-0.248275939,0.3188562,1.020807653,1.48345688,1.895520825,1.167077972,2.220515729,1.957909114,1.236020562,1.274636884,1.691204473,2.807527214,2.095004855,0.73304066,-0.258623573,-0.416238067,0.760766165,-0.241914484,0.20745155,0.534365812,0.451964841,0.276460351,0.364720321,1.27890757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AX64,-0.926506853,-0.89712451,-0.892392227,-0.91147064,-0.57830075,-0.531592003,-0.805242961,-0.800581082,-0.758517738,-0.850985981,-0.904188749,-0.872766376,-0.828679067,-0.673636639,-0.80008553,-0.768767772,-0.944929552,-0.931451478,-0.905215712,-0.803620585,-0.813967041,-0.817061906,-0.778336439,-0.901715237,-0.87802816,-0.806679321,-0.930004352,-0.862024153,-0.903187548,-0.918978083,-0.844628384,-0.937745467,-0.921711958,-0.878250056,-0.917118966,-0.899752826,-0.961885556,-0.945456027,-0.895388057,-0.806960435
AY42,-1.664960441,-1.821661249,-0.880571567,-0.853742022,-0.837289451,-0.829557847,-0.853001994,-0.845893549,-0.870878943,-0.811574289,-0.833200094,-0.850802299,-0.88462287,-0.887209103,-0.885786872,-0.863139755,-0.874576668,-0.841522248,-0.923606313,-0.858556194,-0.857672297,-0.885532038,-0.881731341,-0.841724532,-0.853448216,-0.882562603,-0.860947189,-0.854471412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AY43,-0.802607447,-0.776888642,-0.704902024,-0.867660077,-0.849573637,-0.8044552,-0.743324251,-0.717193003,-0.675082,-0.560441912,-0.676857477,-0.498775397,-0.455016119,-0.597745561,-0.573459556,-0.752354089,-0.806186163,-0.743404419,-0.69840765,-0.786576573,-0.852849153,-0.843794685,-0.80716871,-0.85816286,-0.851007184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AY44,-0.619156727,-0.590792028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AY51,-0.373715302,-0.386020212,-0.89802833,-1.413790777,-1.080958986,-1.086956953,-0.587656006,-0.617256009,-0.608539471,0.038148169,-0.179652046,-0.131437003,0.427645276,-0.021888582,-0.140499974,0.018266946,-0.010237643,-0.186220956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AY52,-0.405295404,0.602084456,-0.9404202,-0.84849903,0.356213798,0.565339792,-0.758875692,-0.234927358,-0.076746876,-0.563688023,-0.156045015,0.103306771,0.087669258,0.027108881,-0.098180368,-0.412811334,-0.490888526,-0.696151502,-0.281692846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AY53,-1.511605736,-0.586611431,-0.86660331,-0.729548516,-0.729071699,-0.89367558,-0.75240534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
