Site,Alt_z,Alt_z2,Rgd_z,Rgd2_z,Available_z,Rgd_Availz,Forest_z,NDVI_z,ForestXNDVI,Altitude,Rugged,Rgd^2,Available,Rgd_Avail,Forest_Cov,NDVI
AS49,-0.43222102,0.18681501,-0.830507237,0.689742271,-0.965117104,-0.165614795,-0.458740469,-0.468906202,0.215106251,1849.76001,14.1843004,201.1943778,6684,48.4822006,0,0.104021
AS50,-0.320386143,0.10264728,-0.483147177,0.233431195,-0.534068044,-0.396138644,-0.458740469,-0.34422926,0.157911892,1903.089966,20.0195999,400.7843802,14818,45.5703011,0,0.110992
AS51,-0.573309713,0.328684027,-0.373634624,0.139602832,-0.521879541,0.191590768,-0.458740469,-0.310229709,0.142314922,1782.479981,21.8593006,477.8290227,15048,52.9943008,0,0.112893
AS52,-1.084609098,1.176376897,-0.698493378,0.487892999,-0.787800881,-0.409533626,-0.458740469,-0.610584709,0.280099916,1538.660034,16.4020004,269.0256171,10030,45.4011002,0,0.0960994
AS53,-1.18258285,1.398502196,-0.799297059,0.638875788,-0.910745782,-0.892288727,-0.458740469,-0.793202179,0.36387394,1491.939941,14.7086,216.342914,7710,39.3031006,0,0.0858888
AS59,-0.52977521,0.280661773,-0.777623171,0.604697796,-0.948689122,-1.12776832,-0.458740469,-0.532541343,0.244298265,1803.23999,15.0726995,227.1862702,6994,36.3286018,0,0.100463
AS60,-0.365115844,0.13330958,-0.69457059,0.482428304,-0.858123245,-0.834695287,-0.458740469,0.15050802,-0.06904412,1881.76001,16.4678993,271.1917074,8703,40.0306015,0,0.138654
AS61,-0.881762776,0.777505593,-1.193645082,1.424788582,-1.26177467,-1.382533,-0.458740469,-0.005575135,0.00255754,1635.390015,8.08395,65.3502476,1086,33.1105003,0,0.129927
AT32,-0.130017086,0.016904443,-0.024345924,0.000592724,-0.413083902,1.586284595,0.114141796,-0.970872635,-0.110817146,1993.869995,27.7269993,768.7864902,17101,70.6116028,6765,0.0759548
AT33,2.197861367,4.830594587,1.573868965,2.477063519,0.875452846,1.763141241,-0.458740469,-0.350900398,0.160972213,3103.949951,54.5754013,2978.474427,41416,72.8455963,0,0.110619
AT34,1.253922465,1.572321547,0.339860384,0.11550508,0.29861869,0.073419279,-0.458740469,-0.332210481,0.152398392,2653.820068,33.8452988,1145.504251,30531,51.5015984,0,0.111664
AT35,-0.207670418,0.043127002,-0.467723634,0.218765398,-0.596971318,0.24761656,-0.312661843,-0.623018421,0.194794088,1956.839966,20.2786999,411.2256696,13631,53.7019997,1725,0.0954042
AT36,-1.239370512,1.536039267,-1.323643356,1.752031735,-1.298817121,-1.347201111,2.315567864,-1.007095302,-2.331997518,1464.859985,5.9001098,34.81129565,387,33.5568008,32761,0.0739295
AT41,-0.65945589,0.434882071,-0.081855249,0.006700282,-0.36644963,1.946062552,0.377930155,-0.808309713,-0.305484615,1741.400024,26.7609005,716.1457956,17981,75.1561966,9880,0.0850441
AT42,0.775210856,0.600951871,0.918341644,0.843351375,0.537301376,1.089856979,-0.458740469,-0.101027845,0.046345561,2425.540039,43.5632019,1897.75256,35035,64.3408966,0,0.12459
AT43,1.061603307,1.127001581,-0.417006352,0.173894298,-0.57741672,-0.302255691,-0.458740469,-0.278125978,0.127587642,2562.110107,21.1306992,446.5064487,14000,46.7561989,0,0.114688
AT44,0.838226912,0.702624357,-1.008375081,1.016820304,-1.086684174,-0.645504264,-0.458740469,-0.430578461,0.197523765,2455.590088,11.1962996,125.3571247,4390,42.4203987,0,0.106164
AT45,1.379996047,1.90438909,-0.033560672,0.001126319,-0.174666184,0.812340307,-0.458740469,-0.020312447,0.009318141,2713.939941,27.5722008,760.226257,21600,60.8353996,0,0.129103
AT46,1.263044267,1.595280821,1.140444125,1.300612802,0.624793631,1.695913559,-0.458740469,-0.091977991,0.042194027,2658.169922,47.2943001,2236.750822,36686,71.9963989,0,0.125096
AT47,0.515387697,0.265624478,-0.861223404,0.741705752,-0.94577448,-0.755173096,-0.458740469,-0.486397818,0.223130363,2301.639893,13.6682997,186.8224167,7049,41.035099,0,0.103043
AT48,0.895475606,0.801876561,-0.133149994,0.017728921,-0.340747786,1.117304087,-0.458740469,-0.184604857,0.084685719,2482.889893,25.8992004,670.7685814,18466,64.6875992,0,0.119917
AT49,0.396339392,0.157084914,0.012191979,0.000148644,-0.101376185,0.388635176,-0.458740469,-0.170779685,0.078343553,2244.870117,28.3407993,803.200905,22983,55.4832993,0,0.12069
AT50,-0.139705385,0.019517595,-0.502749535,0.252757095,-0.619546546,-0.383202999,-0.458740469,-0.274155489,0.125766218,1989.25,19.6903,387.7079141,13205,45.7336998,0,0.11491
AT51,-0.754304821,0.568975763,-0.389867816,0.151996914,-0.527125896,0.838243619,-0.458740469,-0.233770962,0.107240201,1696.170044,21.5865993,465.9812693,14949,61.1626015,0,0.117168
AT52,-0.991563589,0.98319835,-0.537037315,0.288409078,-0.612763379,0.761848277,-0.458740469,-0.026268181,0.012050278,1583.030029,19.1142998,365.3564568,13333,60.1976013,0,0.12877
AT53,-1.429089365,2.042296413,-1.17131993,1.371990377,-1.229554627,-0.437186391,-0.458740469,-0.522507809,0.239695477,1374.390015,8.4589901,71.55451351,1694,45.0517998,0,0.101024
AT61,-1.097946222,1.205485905,-1.150584164,1.323843918,-1.209788055,-1.396410872,-0.458740469,-0.43873406,0.201265069,1532.300049,8.8073301,77.56906349,2067,32.9351997,0,0.105708
AU33,0.101915126,0.010386693,0.348069286,0.121152228,-0.132165403,1.964365859,-0.458740469,-0.920533269,0.422285864,2104.469971,33.9832001,1154.857889,22402,75.3873978,0,0.0787694
AU34,1.557635947,2.426229745,0.434157853,0.188493041,0.222202075,0.405924983,-0.458740469,-0.295420857,0.135521503,2798.649902,35.4294014,1255.242484,29089,55.7016983,0,0.113721
AU35,0.541517205,0.293240883,0.03227064,0.001041394,-0.114571564,-0.166873505,-0.458740469,-0.506125069,0.232180052,2314.100098,28.6781006,822.433454,22734,48.466301,0,0.10194
AU47,0.31130445,0.09691046,-0.920590067,0.847486072,-1.041533719,-0.92431136,-0.458740469,-0.467779442,0.214589361,2204.320068,12.6709995,160.5542283,5242,38.8986015,0,0.104084
AU48,0.122046884,0.014895442,-0.951615687,0.905572417,-1.045879186,-0.856007066,-0.458740469,-0.546411228,0.250660943,2114.070068,12.1498003,147.6176473,5160,39.7613983,0,0.0996875
AU50,-0.46365558,0.214976497,-1.291675358,1.668425231,-1.285409768,-1.302440638,-0.458740469,-0.621135122,0.284939817,1834.77002,6.43714,41.43677138,640,34.1222,0,0.0955095
AU51,-0.047226116,0.002230306,-0.842490134,0.709789625,-0.926908797,-0.386789186,-0.458740469,-0.469406985,0.215335981,2033.349976,13.9829998,195.5242834,7405,45.6884003,0,0.103993
AU52,-0.037705488,0.001421704,-0.753841931,0.568277657,-0.87322639,0.244196464,-0.458740469,-0.271741002,0.124658595,2037.890015,15.4722004,239.3889852,8418,53.6587982,0,0.115045
AU53,0.799976983,0.639963173,1.689572258,2.854654415,0.662101049,2.754475627,-0.458740469,0.367167966,-0.168434805,2437.350098,56.5191002,3194.408687,37390,85.3677979,0,0.150768
AU54,0.375410494,0.140933039,1.589595996,2.526815432,0.551768599,2.870953231,-0.458740469,0.353539529,-0.16218289,2234.889893,54.8395996,3007.381684,35308,86.8391037,0,0.150006
AU55,-1.222279612,1.493967449,-0.138555151,0.01919753,-0.358394619,1.730263669,-0.432319292,-0.372505583,0.16104135,1473.01001,25.8083992,666.0734693,18133,72.4302979,312,0.109411
AU59,-1.407049488,1.979788262,-0.923179502,0.852260393,-1.045932179,-0.966997728,-0.457300854,-0.55958896,0.255900509,1384.900024,12.6274996,159.4537461,5159,38.3594017,17,0.0989507
AV34,-0.385834577,0.148868321,-0.801761486,0.64282148,-1.013606149,0.680995793,0.38453545,-0.931140914,-0.35805669,1871.880005,14.6672001,215.1267588,5769,59.1763,9958,0.0781763
AV35,-0.2226223,0.049560688,-0.563193626,0.31718706,-0.783137454,0.266553148,-0.458740469,-0.704510032,0.323187263,1949.709961,18.6749001,348.7518937,10118,53.9412003,0,0.0908478
AV36,-0.709113833,0.502842428,-1.104378998,1.21965297,-1.116731484,-0.325942058,-0.311222228,-0.83593323,0.260161002,1717.719971,9.5835304,91.84405493,3823,46.4570007,1742,0.0834996
AV38,-1.133386194,1.284564264,-1.179875811,1.39210693,-1.162570854,-0.345891838,0.961143778,-1.102809134,-1.059958138,1515.400024,8.3152599,69.1435472,2958,46.2050018,16767,0.0685779
AV39,-1.227228588,1.506090007,-1.020363888,1.041142465,-1.048316886,-0.54873937,2.813590126,-0.98390371,-2.768301762,1470.650024,10.9948997,120.8878194,5114,43.6427002,38642,0.0752262
AV40,-0.640498852,0.41023878,-0.439638631,0.193282125,-0.637405352,-0.768385972,0.115835461,-0.879297412,-0.101853821,1750.439941,20.7504997,430.5832378,12868,40.8681984,6785,0.081075
AV41,-0.930393191,0.865631489,-0.823155613,0.677585162,-0.911858645,-0.797194468,0.013453397,-0.7576663,-0.010193186,1612.199951,14.3078003,204.7131494,7689,40.5042992,5576,0.0878757
AV43,-1.15295171,1.329297646,-1.201576521,1.443786137,-1.187689769,-1.116067826,0.224822818,-1.160095068,-0.260815843,1506.069946,7.9507098,63.21378632,2484,36.4763985,8072,0.0653749
AV44,-0.834978019,0.697188292,-0.913577701,0.834624216,-0.958386931,0.500963975,-0.458740469,-0.984828369,0.451780628,1657.699951,12.7888002,163.5534106,6811,56.9021988,0,0.0751745
AV46,0.047539107,0.002259967,-0.208255659,0.04337042,-0.319868351,-0.193362686,-0.458740469,-0.542533741,0.248882183,2078.540039,24.6375008,607.0064457,18860,48.1316986,0,0.0999043
AV47,0.746397592,0.557109365,-0.157716977,0.024874645,-0.28828423,-0.399962503,-0.458740469,-0.11018501,0.050546323,2411.800049,25.4864998,649.5616721,19456,45.5219994,0,0.124078
AV48,0.204774881,0.041932752,-0.710690579,0.505081099,-0.799300469,-0.723846864,-0.458740469,-0.351687341,0.161333216,2153.52002,16.1970997,262.3460387,9813,41.4308014,0,0.110575
AV49,-0.255105379,0.065078754,-1.23295874,1.520187255,-1.245187707,-1.348578808,-0.458740469,-0.562082141,0.257849825,1934.219971,7.4235201,55.10865068,1399,33.5393982,0,0.0988113
AV51,-0.501507196,0.251509467,-1.255985137,1.577498665,-1.286416644,-1.520923348,-0.458740469,-0.555176709,0.254682024,1816.719971,7.0366998,49.51514408,621,31.3624001,0,0.0991974
AV52,-0.536024338,0.287322091,-1.224302264,1.498916033,-1.283766969,-1.461722994,-0.458740469,-0.67112394,0.307871711,1800.26001,7.5689402,57.28885575,671,32.110199,0,0.0927145
AV53,-0.552632962,0.30540319,-0.999362607,0.99872562,-1.135809141,-0.607971437,-0.458740469,-0.789034954,0.361962265,1792.339966,11.3477001,128.7702976,3463,42.8945007,0,0.0861218
AV54,0.340159696,0.115708619,0.544307248,0.29627038,0.006836525,1.877481327,-0.458740469,-0.033958768,0.015578261,2218.080078,37.2798004,1389.783518,25025,74.2899017,0,0.12834
AV55,0.071529085,0.00511641,-0.055240578,0.003051521,-0.042818376,-0.19879346,-0.458740469,0.002491039,-0.00114274,2089.979981,27.2080002,740.2752749,24088,48.0630989,0,0.130378
AV56,-0.15308449,0.023434861,-0.265735352,0.070615277,-0.45690952,0.203497222,-0.458740469,-0.319315334,0.146482866,1982.869995,23.6718998,560.3588401,16274,53.1446991,0,0.112385
AV57,-0.513900498,0.264093722,-0.698666073,0.488134282,-0.837932724,-0.482983917,-0.458740469,-0.549587619,0.252118082,1810.810059,16.3990993,268.9304579,9084,44.4733009,0,0.0995099
AV58,0.466233278,0.21737347,0.896875876,0.804386337,0.425432115,1.451393153,-0.45382884,0.246372087,-0.111810759,2278.199951,43.2025986,1866.464526,32924,68.9076996,58,0.144014
AV59,0.902542865,0.814583624,2.669863072,7.128168824,1.144394816,3.316721807,-0.3634718,1.356213284,-0.492945284,2486.26001,72.9869995,5327.102096,46491,92.469902,1125,0.206068
AV60,-0.801698056,0.642719773,-0.57449194,0.330040989,-0.704230145,1.16935592,-0.458740469,0.3095601,-0.142007746,1673.569946,18.4850998,341.6989146,11607,65.3451004,0,0.147547
AV61,-1.305364197,1.703975687,-1.195911897,1.430205264,-1.24264402,-1.274922566,-0.376089606,-0.455241996,0.171211783,1433.390015,8.0458698,64.73602084,1447,34.469799,976,0.104785
AV62,-1.20432911,1.450408606,-1.095358231,1.199809655,-1.206025517,-1.004316742,-0.428254495,-0.451056886,0.193167139,1481.569946,9.7350702,94.7715918,2138,37.8880005,360,0.105019
AW35,-0.988061701,0.976265925,-1.101692539,1.213726451,-1.210953912,-1.122709604,0.829884723,-0.956764878,-0.794004556,1584.699951,9.6286602,92.71109725,2045,36.3925018,15217,0.0767436
AW36,-0.666900473,0.444756241,-0.62599503,0.391869778,-0.792464309,-0.780229006,-0.342385668,-0.787264331,0.269548024,1737.849976,17.6198997,310.4608654,9942,40.7186012,1374,0.0862208
AW37,-0.802599639,0.64416618,-1.026715453,1.054144622,-1.128178078,-0.926868648,0.619785551,-0.80578255,-0.499412381,1673.140015,10.8881998,118.5528949,3607,38.8662987,12736,0.0851854
AW41,-0.592916955,0.351550516,-0.413708488,0.171154713,-0.601793726,-0.327367167,-0.205960933,-0.742345934,0.152894261,1773.130005,21.1861,448.8508332,13540,46.4389992,2985,0.0887323
AW43,-1.354728524,1.835289373,-1.031941957,1.064904202,-1.026854522,0.661600176,4.409192141,-1.123384139,-4.953216515,1409.849976,10.8003998,116.6486358,5519,58.9313011,57484,0.0674275
AW44,-1.085972224,1.17933567,-0.511333347,0.261461792,-0.616896871,0.030503392,1.096552313,-0.769261202,-0.84353515,1538.01001,19.5461006,382.0500487,13255,50.9594994,18366,0.0872274
AW47,-0.650795118,0.423534286,-1.034537356,1.070267541,-1.075025606,-0.753613594,-0.458740469,-1.081037618,0.495915704,1745.530029,10.7567997,115.7087398,4610,41.0547981,0,0.0697952
AW48,-0.30161751,0.090973122,-1.09082999,1.189910066,-1.165856451,-0.750605122,-0.458740469,-1.033291589,0.474012669,1912.040039,9.8111401,96.25847006,2896,41.0928001,0,0.0724648
AW49,0.191291078,0.036592277,-1.050157322,1.1028304,-1.19696363,-1.164010722,-0.458740469,-0.658252043,0.301966851,2147.090088,10.4944,110.1324314,2309,35.8708,0,0.0934342
AW52,-0.731426334,0.534984483,-1.299629394,1.689036562,-1.309203845,-1.723184868,-0.458740469,-0.721724429,0.331084203,1707.079956,6.3035202,39.73436691,191,28.8075008,0,0.0898853
AW53,-0.909800147,0.827736307,-1.162067602,1.350401111,-1.208092263,-1.234199463,-0.458740469,-0.730055302,0.334905912,1622.02002,8.6144199,74.20823021,2099,34.9841995,0,0.0894195
AW54,-1.094549032,1.198037584,-1.310930684,1.718539259,-1.266597078,-1.163195335,-0.458740469,-1.074235919,0.49279549,1533.920044,6.1136699,37.37695965,995,35.8810997,0,0.0701755
AW55,-1.019097691,1.038560104,-1.285788708,1.653252602,-1.281700223,-1.153774604,-0.082069322,-0.95142618,0.078082901,1569.900024,6.5360298,42.71968555,710,36.0000992,4448,0.0770421
AW56,-0.550871266,0.303459152,-0.640656605,0.410440885,-0.770736977,-0.064028858,-0.458740469,-0.686653561,0.314995777,1793.180054,17.3736,301.841977,10352,49.7653999,0,0.0918462
AW57,-0.593504187,0.35224722,-0.926417762,0.858249869,-1.068030465,-1.120928437,-0.458740469,-0.83306625,0.382161203,1772.849976,12.5731001,158.0828461,4742,36.4150009,0,0.0836599
AW58,-0.662958034,0.439513354,-1.195254101,1.428632366,-1.290232175,-1.364388239,-0.458740469,-0.886921825,0.406866934,1739.729981,8.0569201,64.9139615,549,33.3396988,0,0.0806487
AW59,-0.303462913,0.092089739,-0.599433945,0.359321055,-0.78960266,0.804479078,-0.440872301,-0.507341255,0.223672706,1911.160034,18.0660992,326.3839403,9996,60.7360992,211,0.101872
AW60,-0.427481696,0.182740601,-0.309488008,0.095782827,-0.427445139,-0.181076022,-0.458740469,-0.064774774,0.02971481,1852.02002,22.9368992,526.1013449,16830,48.2868996,0,0.126617
AW61,-1.035224037,1.071688807,-1.099568043,1.209049881,-1.109100421,-1.259952075,-0.458740469,-0.374776989,0.171925372,1562.209961,9.6643496,93.39965319,3967,34.6589012,0,0.109284
AW62,-1.28275808,1.645468291,-1.209525789,1.462952635,-1.169989943,-1.016033236,-0.436130038,-0.593338119,0.258772577,1444.170044,7.8171701,61.10814837,2818,37.7400017,267,0.0970637
AX36,-1.262836231,1.594755346,-1.002202056,1.004408962,-0.849273332,-0.583707055,2.572412197,-0.842706312,-2.167787996,1453.670044,11.3000002,127.6900045,8870,43.2010002,35794,0.0831209
AX37,-1.110402753,1.232994273,-0.695897979,0.484273997,-0.83968151,-0.585203437,0.141917905,-0.97574811,-0.138476128,1526.359985,16.4456005,270.4577758,9051,43.1820984,7093,0.0756822
AX42,-1.011129105,1.022382067,-0.652538281,0.425806208,-0.827863961,-0.390937389,0.772130738,-0.9422869,-0.72756868,1573.699951,17.1739998,294.9462691,9274,45.6360016,14535,0.0775531
AX43,-1.155761668,1.335785033,-1.264147519,1.59806895,-1.255574432,-0.752307163,4.657229414,-0.944690656,-4.399641111,1504.729981,6.89958,47.60420418,1203,41.0713005,60413,0.0774187
AX44,-1.529831092,2.340383169,-1.363136781,1.858141884,-1.28832441,-1.291341418,5.17015593,-0.953168187,-4.928028156,1326.349976,5.23666,27.42260796,585,34.2624016,66470,0.0769447
AX46,-1.098428755,1.20654573,-1.094477845,1.197881753,-1.185570029,-1.150607887,0.209918564,-1.05430299,-0.22131777,1532.069946,9.7498598,95.05976612,2524,36.0401001,7896,0.07129
AX48,-0.701312918,0.491839809,-1.381193815,1.907696355,-1.311641546,-0.727417352,-0.458740469,-1.352883788,0.620622544,1721.439941,4.93332,24.33764622,145,41.3857002,0,0.0545956
AX49,-0.06687534,0.004472311,-0.543115084,0.294973995,-0.680754028,0.200655149,-0.458740469,-0.73326031,0.336376179,2023.979981,19.0121994,361.463726,12050,53.108799,0,0.0892403
AX50,0.063182919,0.003992081,-0.655865897,0.430160074,-0.853459818,-0.320384745,-0.458740469,-0.622605276,0.285614236,2086,17.1180992,293.0293202,8791,46.5271988,0,0.0954273
AX53,-0.642532916,0.412848549,-1.257429843,1.58112981,-1.300035971,-1.397716994,-0.458740469,-0.874194797,0.401028531,1749.469971,7.0124302,49.17417731,364,32.9187012,0,0.0813603
AX54,-0.927163672,0.859632475,-1.290649106,1.665775116,-1.283554995,-1.077228869,-0.458740469,-1.029022419,0.472054227,1613.73999,6.45438,41.65902118,675,36.9669991,0,0.0727035
AX55,-1.186357362,1.407443791,-1.205929735,1.454266525,-1.266279117,-1.203498667,-0.031767464,-0.954715247,0.030328882,1490.140015,7.8775802,62.05626981,1001,35.3720016,5042,0.0768582
AX56,-1.482962372,2.199177396,-1.289093073,1.66176095,-1.263417469,-0.8585402,0.031575615,-1.147577296,-0.036235459,1348.699951,6.4805198,41.99713688,1055,39.7294006,5790,0.0660748
AX59,-1.219113066,1.486236667,-1.201769962,1.444251041,-1.228282784,-0.777600745,1.547829415,-1.299298279,-2.011092094,1474.52002,7.9474602,63.16212363,1718,40.7518005,23695,0.0575917
AX60,-0.533487006,0.284608385,-0.608940378,0.370808384,-0.751129385,-0.47350792,0.232698362,-0.952622692,-0.22167374,1801.469971,17.9064007,320.639186,10722,44.5929985,8165,0.0769752
AX61,-0.244410542,0.059736513,-0.10215406,0.010435452,-0.229938395,0.078153652,-0.458740469,-0.238957637,0.109619539,1939.319946,26.4199009,698.0111636,20557,51.5614014,0,0.116878
AX62,-0.469024117,0.219983622,-0.203237555,0.041305504,-0.314516008,0.03402646,-0.458740469,-0.04971553,0.022806526,1832.209961,24.7217999,611.1673903,18961,51.0040016,0,0.127459
AX63,-0.650732146,0.423452326,-0.253282231,0.064151889,-0.263218308,-0.114972365,-0.458740469,-0.01483961,0.00680753,1745.560059,23.8810997,570.3069229,19929,49.1218987,0,0.129409
AX64,-1.449975769,2.10242973,-1.287917401,1.658731232,-1.282548119,0.141225277,-0.458740469,-0.637979297,0.292666922,1364.430054,6.5002699,42.25350877,694,52.3581009,0,0.0945677
AY42,-1.60901522,2.588929977,-1.292473031,1.670486536,-1.279474497,-1.207140421,2.302187909,-1.290405813,-2.970756661,1288.589966,6.4237399,41.2644343,752,35.3260002,32603,0.0580889
AY43,-1.075550012,1.156807829,-1.035132588,1.071499475,-1.150435344,-0.872156848,1.263886438,-1.145123462,-1.447306014,1542.979981,10.7468004,115.4937188,3187,39.5573997,20342,0.066212
AY44,-0.990850668,0.981785046,-1.160759172,1.347361855,-1.244074844,-1.142509293,3.497153414,-0.866037408,-3.028665679,1583.369995,8.6364002,74.58740841,1420,36.1423988,46714,0.0818164
AY51,-0.428949776,0.18399791,-0.734561056,0.539579945,-0.766497498,-0.283398228,-0.458740469,-0.936132642,0.429441927,1851.319946,15.7960997,249.5167657,10432,46.9944,0,0.0778972
AY52,-0.247325198,0.061169754,-0.219798083,0.048311197,-0.377101322,-0.419833165,-0.458740469,-0.386438066,0.17727478,1937.930054,24.4435997,597.4895663,17780,45.2709999,0,0.108632
AY53,-0.519248044,0.269618532,-1.126335711,1.268632135,-1.238298554,-1.316912232,-0.458740469,-0.56141145,0.257542152,1808.26001,9.2146797,84.91032197,1529,33.9393997,0,0.0988488
AY54,-0.619926799,0.384309236,-0.625209221,0.39088657,-0.697446978,0.388247413,-0.458740469,-0.599962755,0.275227196,1760.25,17.6331005,310.9262332,11735,55.4784012,0,0.0966933
AY55,-0.968034898,0.937091563,-1.134885003,1.287963971,-1.208834172,-0.792001066,-0.458740469,-0.985876435,0.452261418,1594.25,9.0710602,82.28413315,2085,40.5699005,0,0.0751159
AY56,-1.442405497,2.080533617,-1.213177216,1.471798958,-1.212119769,-0.967504478,-0.458740469,-1.176687064,0.539793976,1368.040039,7.7558298,60.15289589,2023,38.3530006,0,0.0644472
AY61,-1.087712672,1.183118857,-0.968783418,0.938541311,-1.003219425,-0.250140437,0.576004304,-1.185531239,-0.682871097,1537.180054,11.8613997,140.6928028,5965,47.4145012,12219,0.0639527
AY62,-0.920243349,0.84684782,-1.253087922,1.570229341,-1.292775863,-1.336830299,-0.23365236,-1.220959808,0.285280141,1617.040039,7.0853701,50.20246945,501,33.6878014,2658,0.0619718
AY63,-0.534094973,0.28525744,-0.596511104,0.355825497,-0.783137454,-0.836310356,-0.458740469,-0.395631,0.181491951,1801.180054,18.1152,328.160471,10118,40.0102005,0,0.108118
AY64,-1.321993811,1.747667637,-0.930775177,0.866342431,-0.976192744,0.121291203,-0.458740469,-0.423460196,0.194258329,1425.459961,12.4998999,156.2474975,6475,52.1063004,0,0.106562
AZ43,-1.685452106,2.840748803,-1.302209323,1.69574912,-1.279103542,-0.79175554,2.232493585,-1.350989757,-3.016075967,1252.140015,6.26018,39.18985363,759,40.5730019,31780,0.0547015
AZ44,-1.085426974,1.178151715,-0.844567621,0.713294467,-0.978577451,-0.754658492,1.064880774,-1.181190529,-1.257827084,1538.27002,13.9481001,194.5494964,6430,41.0415993,17992,0.0641954
AZ45,-0.940291143,0.884147433,-0.833721763,0.695091979,-1.01938244,-0.881522306,0.963345543,-0.715051503,-0.688841678,1607.479981,14.1302996,199.6653668,5660,39.4390984,16793,0.0902584
AZ53,-1.231925929,1.517641496,-1.248631697,1.559081115,-1.293835733,-1.36922529,-0.428169812,-0.828773829,0.354855935,1468.410034,7.1602302,51.26889652,481,33.2785988,361,0.0838999
AZ54,-1.192019515,1.420910524,-1.334291601,1.780334077,-1.296008466,-0.985768218,-0.455014406,-1.148274814,0.522481582,1487.439941,5.72123,32.73247271,440,38.1222992,44,0.0660358
AZ55,-1.277242863,1.631349331,-1.18528801,1.404907667,-1.208622198,-0.323313797,-0.416568205,-1.014515825,0.422615036,1446.800049,8.2243404,67.63977502,2089,46.4902,498,0.0735146
AZ63,-1.439910146,2.073341229,-1.254124312,1.572827789,-1.249851135,-1.083839242,1.396585109,-1.058314615,-1.478026432,1369.229981,7.0679598,49.95605573,1311,36.8834991,21909,0.0710657
AZ64,-1.55602306,2.421207763,-1.128245957,1.272938939,-1.113657861,-0.718598196,0.295872075,-0.663102479,-0.196193506,1313.859985,9.1825895,84.31994993,3881,41.4971008,8911,0.093163
BA45,-1.405518692,1.975482794,-1.098051273,1.205716599,-1.274599095,-1.522546269,0.878662281,-1.124897217,-0.988404755,1385.630005,9.6898298,93.89280155,844,31.3418999,15793,0.0673429
BA62,-1.415521598,2.003701396,-1.302036687,1.695299535,-1.312701416,-1.52561786,-0.19444401,-1.030962951,0.20046457,1380.859985,6.2630801,39.22617234,125,31.3031006,3121,0.072595
BA63,-1.231737268,1.517176697,-1.349320478,1.820665751,-1.319219615,-2.020627911,-0.458740469,-0.986940597,0.452749593,1468.5,5.46876,29.90733594,2,25.0503006,0,0.0750564
BA64,-1.252204367,1.568015777,-1.309521064,1.714845417,-1.296538401,-1.177247159,-0.409285445,-0.56527284,0.231357946,1458.73999,6.1373501,37.66706625,430,35.7036018,584,0.0986329
BA66,-1.233205091,1.520794797,-1.357099521,1.841719109,-1.318848661,-1.990457718,-0.458740469,-0.510310179,0.234099931,1467.800049,5.3380799,28.49509702,9,25.4314003,0,0.101706
BA71,-1.189377228,1.414618191,-1.276719713,1.630013224,-1.316145993,-1.481902293,-0.458740469,-0.640257857,0.29371219,1488.699951,6.6883798,44.73442435,60,31.8553009,0,0.0944403
BA72,-1.220497182,1.48961337,-1.287544766,1.657771524,-1.319325602,-4.003763558,-0.458740469,-0.524189007,0.240466711,1473.859985,6.5065298,42.33493004,0,0,0,0.10093
BB53,-2.047379606,4.19176325,-1.273848701,1.622690514,-1.287476514,-0.910695013,2.594599211,-0.975588933,-2.531262275,1079.550049,6.7366099,45.38191294,601,39.0705986,36056,0.0756911
BB54,-1.50082891,2.252487417,-0.93366822,0.871736344,-1.0596045,-0.622910215,1.19537768,-0.858643713,-1.02640353,1340.180054,12.4512997,155.0348642,4901,42.7057991,19533,0.0822298
BB55,-1.307691877,1.710058046,-0.22208397,0.04932129,-0.444985984,1.061967151,2.405416805,-1.01470183,-2.440780833,1432.280029,24.4051991,595.6137431,16499,63.9886017,33822,0.0735042
BB56,-1.649907436,2.722194547,-0.769098798,0.59151296,-0.955843243,1.400885115,1.352295764,-1.015669413,-1.373485444,1269.089966,15.2159004,231.523625,6859,68.2696991,21386,0.0734501
BB61,-1.365716976,1.865182858,-1.086943477,1.181446123,-1.193995995,-0.333557761,0.359130471,-0.969826357,-0.348294197,1404.609985,9.8764296,97.54386164,2365,46.3608017,9658,0.0760133
BB62,-0.755164678,0.570273691,-0.725864107,0.526878702,-0.833057323,-0.277223341,-0.458740469,-0.811369851,0.372208186,1695.76001,15.9421997,254.1537313,9176,47.0723991,0,0.084873
BB63,-0.308370163,0.095092157,-0.609785678,0.371838574,-0.775718365,-0.845462009,-0.458740469,-0.471320689,0.216213874,1908.819946,17.8922005,320.1308387,10258,39.8945999,0,0.103886
BB64,-0.217232772,0.047190077,-0.187837859,0.035283061,-0.282719913,-0.703509319,-0.384134516,-0.101457087,0.038973169,1952.280029,24.9804993,624.0253453,19561,41.6876984,881,0.124566
BB65,-0.042549765,0.001810483,-0.128119967,0.016414726,-0.335289457,0.057942338,-0.458740469,0.32900119,-0.15092616,2035.579956,25.9836998,675.1526553,18569,51.3060989,0,0.148634
BB66,-0.11443599,0.013095596,-0.010374784,0.000107636,-0.118864037,-0.379482119,-0.458740469,0.315050822,-0.144526562,2001.300049,27.9617004,781.8566893,22653,45.7807007,0,0.147854
BB67,-0.731426334,0.534984483,-1.17639287,1.383900185,-1.208622198,-0.366712573,-0.458740469,-0.144291871,0.066192521,1707.079956,8.3737698,70.12002066,2089,45.9420013,0,0.122171
